2018_136A.dat
         5.00
11
1
Type of measurement (0=app. resistivity,1=resistance)
1
360
 2
0
4  0.00  0.00 225.00  0.00 75.00  0.00 150.00  0.00 0.36280 
4  0.00  0.00 210.00  0.00 70.00  0.00 140.00  0.00 0.38528 
4  0.00  0.00 195.00  0.00 65.00  0.00 130.00  0.00 0.41216 
4  0.00  0.00 180.00  0.00 60.00  0.00 120.00  0.00 0.43842 
4  0.00  0.00 165.00  0.00 55.00  0.00 110.00  0.00 0.33991 
4  0.00  0.00 150.00  0.00 50.00  0.00 100.00  0.00 0.36188 
4  0.00  0.00 135.00  0.00 45.00  0.00 90.00  0.00 0.54251 
4  0.00  0.00 120.00  0.00 40.00  0.00 80.00  0.00 0.70660 
4  0.00  0.00 105.00  0.00 35.00  0.00 70.00  0.00 0.87886 
4  0.00  0.00 90.00  0.00 30.00  0.00 60.00  0.00 0.94022 
4  0.00  0.00 75.00  0.00 25.00  0.00 50.00  0.00 0.83590 
4  0.00  0.00 60.00  0.00 20.00  0.00 40.00  0.00 0.74019 
4  0.00  0.00 45.00  0.00 15.00  0.00 30.00  0.00 0.54747 
4  0.00  0.00 30.00  0.00 10.00  0.00 20.00  0.00 1.03568 
4  0.00  0.00 15.00  0.00 5.00  0.00 10.00  0.00 3.41825 
4  5.00  0.00 230.00  0.00 80.00  0.00 155.00  0.00 0.36480 
4  5.00  0.00 215.00  0.00 75.00  0.00 145.00  0.00 0.40240 
4  5.00  0.00 200.00  0.00 70.00  0.00 135.00  0.00 0.42168 
4  5.00  0.00 185.00  0.00 65.00  0.00 125.00  0.00 0.47239 
4  5.00  0.00 170.00  0.00 60.00  0.00 115.00  0.00 0.39687 
4  5.00  0.00 155.00  0.00 55.00  0.00 105.00  0.00 0.30733 
4  5.00  0.00 140.00  0.00 50.00  0.00 95.00  0.00 0.45525 
4  5.00  0.00 125.00  0.00 45.00  0.00 85.00  0.00 0.64717 
4  5.00  0.00 110.00  0.00 40.00  0.00 75.00  0.00 0.77323 
4  5.00  0.00 95.00  0.00 35.00  0.00 65.00  0.00 0.94344 
4  5.00  0.00 80.00  0.00 30.00  0.00 55.00  0.00 1.11842 
4  5.00  0.00 65.00  0.00 25.00  0.00 45.00  0.00 0.94091 
4  5.00  0.00 50.00  0.00 20.00  0.00 35.00  0.00 1.01146 
4  5.00  0.00 35.00  0.00 15.00  0.00 25.00  0.00 0.82052 
4  5.00  0.00 20.00  0.00 10.00  0.00 15.00  0.00 2.49944 
4  10.00  0.00 235.00  0.00 85.00  0.00 160.00  0.00 0.37480 
4  10.00  0.00 220.00  0.00 80.00  0.00 150.00  0.00 0.41070 
4  10.00  0.00 205.00  0.00 75.00  0.00 140.00  0.00 0.44104 
4  10.00  0.00 190.00  0.00 70.00  0.00 130.00  0.00 0.48417 
4  10.00  0.00 175.00  0.00 65.00  0.00 120.00  0.00 0.52107 
4  10.00  0.00 160.00  0.00 60.00  0.00 110.00  0.00 0.38202 
4  10.00  0.00 145.00  0.00 55.00  0.00 100.00  0.00 0.28306 
4  10.00  0.00 130.00  0.00 50.00  0.00 90.00  0.00 0.56427 
4  10.00  0.00 115.00  0.00 45.00  0.00 80.00  0.00 0.78143 
4  10.00  0.00 100.00  0.00 40.00  0.00 70.00  0.00 0.81680 
4  10.00  0.00 85.00  0.00 35.00  0.00 60.00  0.00 1.08665 
4  10.00  0.00 70.00  0.00 30.00  0.00 50.00  0.00 1.12293 
4  10.00  0.00 55.00  0.00 25.00  0.00 40.00  0.00 1.29910 
4  10.00  0.00 40.00  0.00 20.00  0.00 30.00  0.00 0.86149 
4  10.00  0.00 25.00  0.00 15.00  0.00 20.00  0.00 1.38850 
4  15.00  0.00 225.00  0.00 85.00  0.00 155.00  0.00 0.40812 
4  15.00  0.00 210.00  0.00 80.00  0.00 145.00  0.00 0.46728 
4  15.00  0.00 195.00  0.00 75.00  0.00 135.00  0.00 0.49639 
4  15.00  0.00 180.00  0.00 70.00  0.00 125.00  0.00 0.57703 
4  15.00  0.00 165.00  0.00 65.00  0.00 115.00  0.00 0.46878 
4  15.00  0.00 150.00  0.00 60.00  0.00 105.00  0.00 0.33009 
4  15.00  0.00 135.00  0.00 55.00  0.00 95.00  0.00 0.37885 
4  15.00  0.00 120.00  0.00 50.00  0.00 85.00  0.00 0.73139 
4  15.00  0.00 105.00  0.00 45.00  0.00 75.00  0.00 0.75940 
4  15.00  0.00 90.00  0.00 40.00  0.00 65.00  0.00 0.90420 
4  15.00  0.00 75.00  0.00 35.00  0.00 55.00  0.00 1.42016 
4  15.00  0.00 60.00  0.00 30.00  0.00 45.00  0.00 1.44332 
4  15.00  0.00 45.00  0.00 25.00  0.00 35.00  0.00 1.72367 
4  15.00  0.00 30.00  0.00 20.00  0.00 25.00  0.00 1.47751 
4  20.00  0.00 230.00  0.00 90.00  0.00 160.00  0.00 0.41582 
4  20.00  0.00 215.00  0.00 85.00  0.00 150.00  0.00 0.47185 
4  20.00  0.00 200.00  0.00 80.00  0.00 140.00  0.00 0.50554 
4  20.00  0.00 185.00  0.00 75.00  0.00 130.00  0.00 0.58160 
4  20.00  0.00 170.00  0.00 70.00  0.00 120.00  0.00 0.63142 
4  20.00  0.00 155.00  0.00 65.00  0.00 110.00  0.00 0.46543 
4  20.00  0.00 140.00  0.00 60.00  0.00 100.00  0.00 0.30409 
4  20.00  0.00 125.00  0.00 55.00  0.00 90.00  0.00 0.51558 
4  20.00  0.00 110.00  0.00 50.00  0.00 80.00  0.00 0.85163 
4  20.00  0.00 95.00  0.00 45.00  0.00 70.00  0.00 0.74858 
4  20.00  0.00 80.00  0.00 40.00  0.00 60.00  0.00 1.13635 
4  20.00  0.00 65.00  0.00 35.00  0.00 50.00  0.00 1.50734 
4  20.00  0.00 50.00  0.00 30.00  0.00 40.00  0.00 4.24198 
4  20.00  0.00 35.00  0.00 25.00  0.00 30.00  0.00 1.87232 
4  25.00  0.00 235.00  0.00 95.00  0.00 165.00  0.00 0.42999 
4  25.00  0.00 220.00  0.00 90.00  0.00 155.00  0.00 0.47047 
4  25.00  0.00 205.00  0.00 85.00  0.00 145.00  0.00 0.54730 
4  25.00  0.00 190.00  0.00 80.00  0.00 135.00  0.00 0.59729 
